40802190232,50,0,6,6,0,nginx
40802190232,59,0,6,6,0,nginx
40802190232,52,0,6,6,0,nginx
40802190232,51,0,6,6,0,nginx
40802190232,48,0,6,6,0,nginx
40802190232,55,0,6,6,0,nginx
40802190232,51,0,6,6,0,nginx
40802190232,64,0,6,6,0,nginx
40802190232,68,0,6,6,0,nginx
40802190232,51,0,6,6,0,nginx
40802190232,56,0,6,6,0,nginx
40802190232,47,0,6,6,0,nginx
40802190232,57,0,6,6,0,nginx
40802190232,61,0,6,6,0,nginx
40802190232,51,0,6,6,0,nginx
40802190232,64,0,6,6,0,nginx
40802190232,77,0,6,6,0,nginx
40802190232,56,0,6,6,0,nginx
40802190232,59,0,6,6,0,nginx
40802190232,52,6277260,6,6,0,nginx
40802190232,53,6158821,6,6,0,nginx
40802190232,62,5264798,6,6,0,nginx
40802190232,56,5828884,6,6,0,nginx
40802190232,57,5726623,6,6,0,nginx
40802190232,57,5726623,6,6,0,nginx
40802190232,49,6661582,6,6,0,nginx
40802190232,59,5532500,6,6,0,nginx
40802190232,47,6945053,6,6,0,nginx
40802190232,55,5934864,6,6,0,nginx
